Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
1145,1147.9,1136,1143.45,3419578450,104184,2994139
1145,1164.9,1132.1,1152.7,7580886446,148758,6602485
1124.85,1161.8,1123,1152.1,15051075123,331838,13077044
1081.25,1134.8,1081.25,1122.85,12645064684,222629,11323483
1080,1092.95,1065.1,1081.15,5755343849,132189,5324625
1085.8,1085.9,1070.55,1078.45,9702068541,138377,9008264
1055.25,1083.4,1055.25,1075.8,8973696876,134085,8387735
1046.8,1056,1033.05,1052.25,4942421496,100562,4734317
1040,1044.9,1028.9,1041.35,5155470379,119611,4974118
1024.9,1039,1020.05,1036.05,2879337346,73704,2797345
1015.3,1026.4,1006,1012,5584193774,134727,5512988
1021,1021,1009.6,1015.4,4538566058,81236,4473807
1028.5,1031.6,1018.6,1021.3,3500475319,132588,3423276
1037.25,1042,1023,1029.7,3152175059,122157,3056124
1037.7,1044.5,1030,1033.55,2814045584,65839,2715670
1030.1,1048.8,1030,1042.05,3437461626,83693,3300884
1030,1040,1023.8,1033.25,4361825789,107124,4216736
1028,1039.1,1027.4,1034.25,3603591315,101607,3485086
1030,1041.5,1023,1035.6,5592980614,137301,5404453
1016,1044.8,1016,1039.35,6680838538,148038,6453470
1014.8,1028.95,998.4,1022.05,5612359298,132258,5529581
1005.1,1018.6,1001,1015.85,2116374407,68366,2093163
1017.45,1017.95,999.55,1003.95,3585173633,87491,3559449
1011.9,1030.7,1005.8,1016.6,2056905715,67395,2017724
1013,1026.4,1011.85,1022.9,5291809165,117970,5192067
1005.25,1015,999.3,1013.1,3042976537,97393,3011786
1010.9,1019,997.65,1003.75,2709482013,89418,2681199
1002,1014,1002,1010.5,4704066529,125676,4660217
994.95,1006.9,993.95,1005.3,2571485667,64951,2569549
1001,1007,995,1001.85,2998343941,109714,2991622
989,1002.9,985.6,999.8,3759492032,106502,3774772
985,994.1,984,990.3,3705251090,121883,3745047
985.35,1003,979,984.35,4943095296,106371,4988369
980,996.8,968.55,985.35,8778677871,150296,8905803
979.4,983.2,957.05,958.8,1973590610,49881,2042500
989.45,989.45,968.35,976.1,8445010644,126288,8633472
987.65,991.95,980.3,982.7,1889032576,50324,1919035
994.4,999.9,981.3,984.7,2282406446,61722,2308434
1006.7,1006.7,993.3,998.75,3002607598,75428,3008865
990.9,1019.3,990.2,1009.55,9403912992,180427,9309956
971.5,994.45,969,991.25,5856291708,141525,5947309
966.6,971.05,963.3,966.3,2940669553,57418,3042460
961.3,971.5,960.05,966.25,2593469144,74479,2682328
969,971,957.25,960.55,2721971566,66198,2830595
985.5,985.5,965.15,970.95,3924263396,178425,4028835
951.8,995.9,948.5,988.4,7675734065,224690,7843751
945.15,953.5,944.5,951.8,3338522494,98311,3511758
951.95,954.85,943.25,949.1,2719052888,74967,2866855
962.05,969.4,949.35,951.95,2405762223,58964,2510608
958.8,964.35,950,962.05,3161144505,63848,3294714
953,963,948.25,954.5,2255155224,67747,2361616
960.25,961.85,947.5,952.3,2564719195,88636,2684997
926.25,960,925.85,955.5,6393285439,145532,6721410
923.15,935,922.65,928.7,2349782381,69707,2533267
917,929.9,916.95,926.65,1713353953,51904,1849543
923.05,926,920,922.9,2162955678,81286,2343069
925,929.4,923.3,927.05,2607904113,59211,2816567
925,930,920,921.85,4602897345,68301,4977494
954.65,954.65,941.05,944.1,6140238516,120848,6484163
955,957.7,944,946.35,4044495152,108092,4262478
942,951.8,940.1,947.35,15928597286,144857,16829629
919,944.7,915.25,935.3,6530973260,176833,6992067
946,946.65,921.6,926.5,6782341418,117978,7264664
930,942,928.1,939.5,4284920340,105211,4577048
930,932,925.2,926.95,506094102.6,13886,545717
928.9,930,922.95,924.35,3350868643,78889,3615926
936.8,936.8,929.5,930.5,2621611619,77515,2812551
935.95,942,933,939,2700304306,78589,2879375
932.8,933.5,927.55,930.1,3337968430,104364,3590364
930,934.35,919.55,927.3,4753015820,108653,5140486
935.45,938,928,930.7,2788647778,95474,2991252
939.95,939.95,929.55,935.45,3341105876,103093,3571610
920,929,914,923.9,1618746285,39646,1752416
904,922,903.95,920.15,3929315140,76214,4287154
900,904.95,899,903.05,3887063883,46048,4305650
903,905.4,897.15,899.6,2248997167,81198,2495746
910.1,912,901.6,903.55,2240392336,98569,2473761
898,902.4,895,899.9,2565651057,79579,2852916
896.1,903.9,894.3,896,7871666208,135425,8768633
906.1,907.9,895.1,899.8,2701542236,88378,3000069
897,908.4,894.3,905.9,3315416203,101232,3683239
901,901.95,889.1,895.35,4064084916,83796,4544350
908.15,910.25,888,898.3,7898273388,101141,8802044
915,915.25,908.15,909.55,3736951963,42387,4102076
917,917,907.45,912.7,2627153268,46614,2883915
908,916,903.5,912.25,2748642130,79618,3016665
910,917.75,906.3,909.1,3868513182,77992,4237930
892.3,913.25,892.2,908.25,6089408744,99888,6729730
884.5,896.6,881.6,892.4,6105328297,110957,6849003
885.5,887.6,881,883.75,5071927188,136009,5739114
882.55,887.75,878.8,884.05,7603270020,94378,8620677
890.4,891.8,873.65,878.7,6072846748,145836,6893821
899,899,882.1,884.3,3820696332,78811,4302271
900,900.5,892.35,895.75,2796180948,74906,3120596
900,900.3,890,895.6,3459475483,126593,3867955
902,905,897.25,901.9,4407506232,79400,4891696
921,921.1,893.5,900.2,4600718442,141455,5088554
915.95,925.9,910,919.95,3877809876,81607,4216961
928.8,928.95,912.9,914.95,6886139481,174045,7511226
937.2,939,924.1,926.65,7514125822,147639,8074832
941.45,942,925.55,927.45,6240109664,148591,6684696
943.95,953.95,938,941,19232850863,339901,20356054
910,918.25,902.35,912.15,19298432842,379260,21190262
880,903.7,873.9,892.8,27282913879,431562,30642095
895.2,897.05,860,875.4,21575553324,436450,24621299
924,924,870,873.4,40171479151,844350,45203588
1017.9,1017.9,884.2,923.25,76625024333,1192900,82202480
1005,1029.25,998.05,1020.85,13054759561,219380,12892130
982,986.1,969,975.2,3014254126,73688,3089040
988,989.2,977.15,981.45,1873162936,83142,1908235
976,997,969.6,987.7,3228922463,85957,3272078
969.9,987.5,969.35,981.25,4488072667,118468,4570342
967.65,973.9,964.55,969.35,1901504150,74542,1961205
968.5,970.25,955.05,963.85,2892578681,83371,3002324
983.5,983.75,965.7,968.25,2952834608,75997,3036872
988,989,976.05,983.75,2625108705,54851,2674509
991,998.75,980.25,984,2292869697,64881,2320174
1006,1012.75,987.2,993.35,2126780545,64338,2128792
1011,1017,998.35,1005.55,3865373993,74672,3844699
991.9,1021.7,986.75,1011.2,9653593591,194493,9579124
976,1003,962.3,997.35,5478201640,92083,5549214
996,1004,966.8,971.05,6222055607,100543,6338426
998.1,999,990.4,994.05,3413852845,104013,3435012
990,999,986.2,993.85,3547155444,104586,3572807
983.5,994,982.6,990.55,3032646958,110820,3064588
973,982.55,971.4,980.1,2925921840,68179,2990377
979.3,979.85,966.95,969.45,3305085666,101526,3404870
981.45,988.65,969.1,979.85,2874801640,105595,2945139
986.05,1004.8,981.1,985.6,4112296075,93509,4130090
975,992,974,984.05,3789602386,85783,3849125
999.45,1006.85,966.05,972.05,11076697426,246571,11239090
977.25,983.45,964.1,977.05,2525724825,74502,2585196
974.95,981.5,968.75,972.35,3057672504,77201,3137988
956.65,989.5,956.65,975.35,5648578195,113632,5769854
945,1028.9,937.3,957.05,808125207.5,17862,847546
943.85,945.45,933.05,935.4,2711621746,98641,2888443
945,957,944.2,947,1819345351,56849,1914860
959,959,945.4,950.9,2008422007,58308,2113114
953.85,970,949.4,962.15,2485762341,54690,2583863
941.1,955,934.6,951.9,2406192366,62128,2544462
930.8,938,929,935.55,1970090052,64325,2108350
930.2,947.95,926.6,930.2,7440838110,103952,7957020
932.8,933,921,924.7,2733310089,98295,2952612
945,948,923.75,927.05,3207420227,113272,3452330
945,949.15,938,943.25,3021488880,118944,3201509
947.7,968.7,935.1,940.15,4513895878,115123,4732621
945,949,936.05,943.35,1757791621,59945,1867932
935,946.9,934.05,943.55,2444471885,105790,2592198
939.95,940.25,928,929.85,3194759665,82075,3427930
949.1,953.85,936,940.25,5159269025,109487,5474225
959.65,967.95,949.6,952.1,2642752622,67490,2764031
960,961.9,951.2,958.6,3559194777,90312,3719055
953.5,962.95,951.6,957.8,2365833764,69355,2468897
943.35,965.2,940.1,963.85,4097996731,89686,4295838
938.55,950.95,923,948.6,6918028230,161124,7378831
962.95,962.95,948.15,956.45,2951501577,88147,3097676
985,988.9,945,961.3,6001805446,139990,6227523
965,987.5,964.4,979.35,3434525874,83178,3504343
970,972,957.05,958.75,2626761463,83794,2731349
973.4,975.45,964.2,969.45,1897792689,48927,1958983
969.3,979.7,958.55,971.4,2670262585,81421,2754303
993.55,993.55,974.85,977.05,3805051203,121323,3881950
982,1000,978.65,996.2,1850003638,62012,1858455
990.9,996.7,975.7,985.15,3100929032,83084,3154217
987,1000,980.6,995.7,2479193882,63671,2494002
961,986.6,961,983.3,5105249719,76160,5219257
960,965.5,949.6,954.8,2700826858,56898,2818143
964.65,967,954.1,957.3,1939514665,80122,2019991
958.4,966.9,956.55,961.45,2647754820,99616,2751526
961.5,962.7,947.85,957.95,2031155370,88897,2128698
943,973.9,942.85,961.75,3878281748,120990,4028924
951.6,958.45,943.85,952.8,1384109512,75429,1457754
953.1,960.15,946.95,955,2920775219,71808,3065084
963.5,963.5,949.1,951.55,3471579745,75335,3648582
953,966,951.45,964.25,5269035238,111297,5489998
946.85,949.85,937.55,944.1,1526662167,67623,1614741
947.15,950,937.15,943.65,1586652710,54391,1682151
950.6,951.95,942.1,946.65,2675013934,97850,2824686
938,948.55,932,945.5,2213917286,99288,2353549
936,937.35,920,931.5,2054687486,108343,2216394
937,939.65,928.9,937.65,2470785901,104986,2639903
926.5,939.1,917.65,934.3,2171737625,74214,2329724
924,926.4,915.1,922.6,1488984260,85885,1615563
926.85,927.4,915.6,918.95,2313115919,79880,2514851
916,929,916,925.25,3601521629,113696,3898604
929.95,935.55,910.2,914.25,4165168442,125006,4542248
925.9,933,920.55,929.35,2200992057,104070,2368530
917.5,928.5,913,926.55,2555623447,78246,2778333
934.8,934.8,921.1,923.7,1655346159,62461,1788733
921.5,929.7,918.55,927.3,2102780031,104880,2274500
923,930,912.65,919.2,4618541692,123370,5035851
924.75,934,919.1,922.65,2150985535,77903,2323759
930,932.1,923.5,924.9,3340781677,110168,3606717
970,990,926.65,931.4,14603160521,368460,15486594
970,976.9,960.35,968.85,3245103251,86217,3348376
956.05,971.7,956.05,967.15,4181469033,104526,4327733
984.9,989.5,950.1,953.4,4597514332,94190,4764236
1000.9,1000.9,979,981.55,3156004780,97036,3202254
998.15,1005.8,992,999.6,2690729251,80666,2689504
1005,1005.4,991,995.95,3691274935,155256,3699169
1032.15,1032.45,1006.1,1008.8,2181287096,66898,2157800
1023.25,1029.3,1008,1022.25,7214831803,96201,7076927
1034,1035.9,1020.25,1025.5,6237092368,94441,6078590
1034.3,1041.5,1025.85,1031.85,3603938737,60565,3490593
1031.5,1039,1030.05,1035.15,2482850262,69503,2398398
1027.2,1041.85,1024.5,1028.85,3968617436,118204,3842412
1038,1044,1027.7,1031.4,2523166659,75313,2441948
1028.25,1043,1026.6,1040.45,2337555355,70900,2250831
1022.45,1039.95,1020.4,1027.7,2052872403,69882,1995426
1020.9,1034.95,1018.8,1032.85,2505412044,61479,2434792
1026.55,1026.55,1015.1,1021.5,2258652533,85988,2213694
1035.4,1042.9,1019.25,1040.3,4915686887,132876,4753923
1013.3,1031.7,1013.3,1028.85,3434894916,91634,3351478
1034.9,1034.9,1007.5,1011.95,3230988617,135842,3186989
1022.8,1041.9,1022.8,1034.8,4073612175,93944,3939198
1015,1027.65,1013.4,1021.85,2324657633,66765,2275162
1007.8,1013,999,1011.55,1754027663,80001,1740315
1016.9,1016.9,1004.45,1007.8,3117465750,65695,3089588
1022,1025.8,1014.7,1019.8,2369267970,74091,2322248
1020.05,1035.95,1019.7,1033.9,2723532993,71674,2643193
1010.25,1034.3,1000.4,1031.2,2757727851,74416,2700806
1024.4,1028,1016.5,1023.3,1509698903,42399,1474249
1012,1027,1010.1,1025.15,2193095873,114684,2141224
1011.85,1022.7,1009.25,1012.4,3014022678,93851,2970066
1007.3,1023,1006.95,1012.4,2710714927,83469,2664348
998.9,1020,993.35,1008.85,4816916303,103839,4771328
1015,1015,986.4,990.15,3285353834,121253,3303919
1022.1,1024.5,1000.05,1013.6,3862010544,86430,3806998
996.5,1031,993.5,1010.25,2331129298,57830,2325331
1013.75,1013.75,992.7,1000.1,2425826884,67547,2425604
991,1013.9,990.05,1012.1,6437217885,114268,6407929
989.2,998.8,968.8,981.8,3573754984,69110,3629743
980,989,972.35,987.7,4589393176,93050,4669409
972.85,986.1,962.85,984.35,6714084291,115322,6862134
946.25,972,943.3,968.3,5878867733,147110,6126226
937,950,936.55,946,5623726244,212836,5953633
936,944.1,932.45,936.5,2959255451,104030,3159981
933,949.8,928.55,942.25,4343703630,78781,4634001
937.25,943.75,930.55,935.25,3148362599,90322,3363967
933.8,940.9,921.05,936.1,3916979843,136814,4211979
917,945,910.1,935.9,5510613427,123387,5914134
921.1,923.2,905.15,916.75,5268375697,170177,5765891
941.5,941.5,904.35,928.6,11132572522,275395,12034267
937.5,951.5,928.85,949.35,5363833728,147702,5684604
933.85,947.55,901.15,942.15,4994263503,119331,5317569
946.1,946.8,934.8,936.6,4688355349,123432,4989045
950,950,940.1,945.55,3221953219,101476,3413005
945,958,940,952.7,3789278960,116065,3974290
950,953.15,946,948.7,4329702970,106341,4562371
951,959.6,948.1,958.1,4234068518,139441,4438240
958.1,961,949.8,950.8,2844323919,109771,2976481
956.25,964,952.4,955.4,2663386306,80315,2780047
965,965.45,952.45,955.65,5923132618,139257,6175686
1030,1040,962.7,975.8,15527153070,327113,15638123
977.55,1004.4,977.55,1000.05,5882574394,152968,5927870
974.2,978.45,963.95,969.1,5923561832,192442,6120787
977,981,967.95,970.55,5813159905,97596,5969927
972.25,976.95,965,970.35,5109833703,86963,5272846
994.9,998.85,968.05,972.25,7007392619,171262,7196724
1001.6,1009.5,988.75,996.15,4104325150,100603,4103537
995.05,1004.2,992.25,997.75,3533038015,99650,3536793
1004.1,1004.9,982,993.85,3354225264,113621,3389241
1011.1,1012.95,999.35,1001.1,1172694416,28829,1167611
998,1012,992.75,1010.6,3659012156,100569,3633884
1003.75,1008,988.15,992.35,3113451672,92963,3120062
1002.95,1009.8,995,998.5,2747039845,81224,2738408
982.75,1001.9,980,998.95,2439426051,57508,2456408
988,994,975.1,982.75,1580049960,47565,1606914
984.9,1006.6,973.6,988.45,3616211974,87394,3653018
1002.5,1007,969.5,984.7,3487409630,109425,3530027
1016,1022,998.25,1001.55,3715406428,85526,3671988
1002,1019,1001.3,1012.15,3866136668,121711,3818249
1006.1,1008.25,994.1,1004.65,2063821245,52933,2062067
1003.8,1009.7,997.75,1005.15,3232002246,93462,3218371
997.4,1018.95,989,992.35,4014289728,107209,3983208
991,1004.95,984.1,999.75,2682939452,63665,2691307
980.5,992.85,971.1,990.2,2388175697,71109,2427141
982.8,982.8,965.2,977.35,2599982626,74619,2672510
985,1008.15,981.5,989.35,4304149911,121111,4324192
970.05,986.1,970.05,984.65,2920977613,83482,2970831
968,973,960.2,966.4,1637934319,77351,1692990
961.8,979.5,961.65,966.5,1729462850,64774,1781055
965.9,968.6,958,961.65,1759944182,57931,1829788
964.8,969.6,961.1,964.5,2150941267,130557,2226614
976,983.55,967,975.6,2247777694,68019,2305795
973,977,961.05,975.55,4137474120,99676,4250459
978.8,984.7,967.1,972.6,2991717837,84322,3062753
979.3,983.45,970.6,979.75,3602267991,114279,3682856
930.45,985,930.45,977.5,6137814601,206134,6315690
928.2,939.9,923.3,930.3,7817314314,131479,8390322
922.1,922.9,912.45,920.25,3790922746,130883,4125893
916.9,928.65,911.65,914.2,2517129608,106048,2741563
926.9,926.9,906.95,911.1,3647743382,129057,3970284
930,933.25,917.5,920,2796602729,121639,3020114
934.25,949,926.4,929.8,2676845191,117685,2853365
930,956.85,928.55,940.9,5782269259,177387,6111308
924,939.95,908.55,923.55,4270173169,290307,4617925
940,945,918.7,921.55,3290317525,91104,3548391
962.5,962.5,935,939.4,3440236246,110042,3643665
930,974.6,901,958.3,6068657393,150348,6382079
986.9,987.75,970.6,982.6,2576778481,75639,2630554
985,986,975,977.95,2224535618,62718,2268836
967,979.2,961,971,2914529709,123012,3002774
981.05,982,965.1,966.85,2534834117,132420,2612554
984.8,987.5,980,981.05,2641723819,105692,2688597
1006.8,1006.8,986.4,989.45,3142237325,126304,3166399
1001,1005.95,999.8,1002.1,319718260.7,14192,319036
1005.2,1010,993.15,997.5,2916078942,76622,2920353
1017.9,1017.95,1001.1,1003.5,3639452891,103905,3613895
1017,1019.85,1009.3,1014.2,1406142594,49773,1387608
1036.5,1038.9,1015.2,1017.2,2881233443,80752,2818007
1037.5,1042.7,1025.5,1027.1,1495478010,44094,1451487
1035,1041,1022.5,1038.3,2001515443,59548,1931810
1044.75,1050.7,1033.8,1036.65,1837490210,53760,1767745
1042,1045.7,1036,1041.8,1828720112,46788,1754918
1030,1040.5,1027.3,1039.05,3300781474,64906,3194067
1034.95,1041.8,1017.35,1022.4,4121892313,74006,4007429
1052.9,1082.7,996.25,1027.15,17332866114,374818,16730845
1021.4,1058,1021.4,1052.35,5126616164,144394,4889345
1017,1031.75,1010,1029.95,2770559297,64262,2706585
1029.95,1033.8,1010.1,1012.55,3197411006,134156,3144279
1045,1045,1025.95,1027.4,1915811566,82909,1860941
1049.2,1049.85,1037,1041.5,1201412564,49296,1153787
1040,1051.4,1038.3,1049.2,2646274899,53736,2533293
1035.5,1040,1026.1,1038.1,1891074154,64407,1828080
1031.1,1043.9,1031.1,1036.05,3379989891,66361,3251177
1044.95,1044.95,1024,1029.2,4591119674,79293,4451319
1040,1042.3,1033.25,1038.95,2820298182,45609,2717354
1035.05,1049.9,1033.35,1039.75,3401748998,62988,3262830
1042.75,1044,1031,1035.9,3300515054,80536,3185899
1057,1058.8,1040,1042.55,2729960271,57629,2602647
1059,1061,1052,1058.8,1918861654,80240,1814757
1054,1061.25,1051.05,1055.75,2235039198,68813,2115766
1053.3,1057.15,1045.75,1050.15,2210615656,90429,2107002
1046,1068.9,1041.35,1061.2,3083488888,70094,2904577
1049,1064.5,1038.1,1060.15,5247899728,98707,4974692
1045.6,1046.8,1035.35,1042.2,2442780874,53602,2350861
1053.95,1057.8,1040.65,1045.6,2709659227,79152,2576209
1025.25,1058,1025.25,1054,3265470607,104493,3101548
1037,1041,1026.55,1035.5,2612343990,96783,2526719
1045,1045,1024,1037.65,4698542573,108004,4546387
1048,1059,1044,1054.35,3909393157,103327,3712735
1038.25,1048.9,1035.6,1045,4291968460,105919,4107522
1039.05,1040,1026.2,1031.85,1720872550,67456,1666296
1038,1040.45,1032,1037.55,1491112695,48366,1438913
1037.1,1045.75,1027.8,1035.85,5777732671,131672,5569907
1032.45,1045,1025,1040.4,2264785516,76218,2187719
1017.6,1030,1011,1022.8,2658142523,137001,2610141
1036,1046,1017.05,1020.25,3536957213,144271,3440527
1055,1057.6,1032.1,1036.15,2497389786,67028,2398281
1047,1062.05,1047,1057.4,3236633964,118286,3064983
1020.1,1042,1020.1,1039.65,3828422615,135014,3703069
1018,1030,1009.1,1015.45,5200200616,184159,5126759
1030,1039,1018.45,1021.3,2919222195,132229,2843008
1036.5,1039.1,1021.5,1023.4,4338343575,113563,4217000
1049.95,1052.65,1030.5,1033.3,3424334724,134252,3299658
1042,1058.05,1028,1051.8,8598374852,177774,8214704
1075.05,1078.8,1060,1062.55,3983911355,116371,3724964
1081.7,1095,1075.25,1077.35,2724633995,68282,2519276
1076,1087.9,1075.2,1082.35,3013968179,72781,2788227
1077,1084.5,1071.5,1083.4,3883365580,79692,3596332
1069,1081,1062.55,1078.7,2495374580,86035,2321532
1072,1073.45,1060,1068,2992534286,98969,2804984
1086.4,1086.9,1070.05,1071.8,2277331567,64592,2118639
1085.65,1086.5,1070.3,1084.9,3891373601,93756,3606730
1079.9,1085,1075,1083.8,3683561727,74776,3411251
1071.5,1087.85,1068.35,1085.25,4903963865,84226,4548331
1072.6,1076.75,1066.5,1073.85,4376687908,96309,4078392
1085.4,1086.95,1074.05,1077.5,6071912465,84046,5629281
1084.7,1096.5,1078.55,1085.35,4032229606,65130,3715910
1070.35,1089.9,1070.35,1088.7,3902694860,60846,3594805
1063,1083.25,1063,1080.85,4554802179,97327,4234776
1070,1079.9,1066.7,1072.45,5024244656,93296,4693269
1079,1087.2,1075.6,1079.9,4679193731,130542,4334001
1070,1089.9,1070,1083.1,5313369529,104095,4911448
1088.6,1090,1074.1,1086.95,5632801599,178219,5202322
1077.25,1084.9,1055.15,1081.95,7682361812,240953,7166412
1189.5,1189.9,1052,1072.55,33366591098,707440,30742063
1195,1196.05,1164,1176.25,4372439897,102739,3706664
1180,1195.8,1175.2,1193.8,3128727246,73207,2637710
1180,1180.35,1168,1176.55,3638403711,90016,3098684
1167.4,1178.7,1160,1175.05,3900242644,97975,3334441
1163,1167,1153.5,1158.2,3223520903,123336,2775824
1168.7,1171,1155,1157.25,3453631860,131833,2977438
1185,1187.5,1171.05,1175.45,2116084018,61330,1798208
1176.2,1194.6,1176.2,1183.95,3191792275,97976,2690661
1180,1180,1170.1,1172.4,2344042645,83613,1995956
1180.5,1184.5,1167.95,1170.8,5484981719,117143,4673112
1169,1179.9,1160.2,1176.85,3192594353,91172,2729575
1162.8,1172.5,1155.1,1159.15,4444586239,140277,3827987
1172.05,1183.2,1160,1166.2,3268027324,95815,2791889
1188,1199,1160,1194.55,4634322656,80878,3904174
1197.3,1214.85,1193.35,1211.6,2304105635,102672,1914313
1204,1211.95,1188.15,1199.5,1817988769,52549,1515629
1211.2,1214.8,1195.65,1206.1,2868013851,57770,2380862
1181,1211.8,1179.7,1208.75,3735847754,84105,3114783
1189,1192.75,1175.1,1179.5,5021828421,84979,4257541
1189.5,1189.5,1170.1,1186,3127477049,96066,2651282
1183.7,1192.65,1179.05,1189.95,3973610805,97170,3355786
1182.4,1182.4,1167.25,1175,1725136290,76094,1470364
1176.8,1184.9,1166,1180.9,3109855383,92827,2643361
1175.4,1190,1170.1,1180.6,3767482481,112385,3191978
1226.25,1226.25,1180.05,1185.5,7593381454,169983,6370402
1263.95,1263.95,1235.35,1238.1,5431892699,113032,4370685
1267,1272.5,1255.1,1257.4,3597199329,74826,2846210
1264.9,1277,1261.1,1266.75,2682362141,77880,2112884
1260.05,1279.3,1260.05,1266.9,2541822477,70963,1999190
1255,1274.9,1254,1261.55,3195178703,105567,2526776
1246.05,1268.5,1246,1258.2,3046672700,72781,2420267
1265,1266.75,1239,1248.65,8600491439,125656,6891019
1241.5,1272,1241.5,1267.6,3349159368,92600,2642850
1231.6,1259.5,1231.6,1247.5,3861555368,79330,3090382
1210.1,1239.8,1210.1,1234.15,3765768592,96613,3068218
1194.1,1213.1,1194.1,1208.65,2331455440,66033,1928698
1191.05,1191.75,1177.6,1187.75,2064534720,85326,1742530
1203.4,1205.15,1185,1188,2731935850,65785,2292973
1205,1219.5,1200,1201.6,2415192560,72124,1997274
1210.95,1216.15,1201,1205.75,2389258586,63251,1977200
1199,1214,1197.9,1209.85,2563260480,60053,2128298
1220,1225.75,1208.15,1214.25,2314345531,75775,1898147
1210.2,1223.65,1205,1215,2753623614,77520,2266939
1206,1210,1192.15,1207.25,3398141904,81828,2826032
1203.9,1213,1196.8,1210,2053842245,77725,1703466
1198.5,1214.7,1192.5,1201.85,2232783131,64272,1854944
1202.5,1216.65,1196.6,1212.8,2048735526,75786,1697852
1182,1201.55,1180.6,1199.05,3056124205,81316,2561839
1189.8,1189.8,1177.05,1181.5,1534551847,54186,1298360
1195.15,1199,1181.1,1192.45,3748759043,137968,3151334
1181,1193,1170.65,1188.85,3437484344,106651,2906421
1202.75,1212.2,1171.8,1177.8,4061149572,132901,3412405
1210,1211.15,1196.15,1201.05,2170885251,50153,1807625
1211.45,1223.55,1205,1208.1,3051020532,103524,2518205
1231,1239.6,1207,1209.15,7381519426,136015,6082584
1229.2,1242.35,1228.55,1240.15,2774491729,110848,2243104
1215.45,1239.55,1208.6,1232.15,3587319457,91684,2923372
1212.05,1224.8,1201.1,1215.85,3249112708,91828,2682067
1226.3,1228.5,1207,1211.25,3127365365,96983,2571969
1251,1251,1218.1,1226.3,3350409729,97218,2720550
1244,1246.45,1225.8,1243.6,4993801015,139599,4036424
1250,1267.9,1233.5,1238.7,15599650786,287988,12507995
1194.95,1194.95,1166.35,1172.7,7359084499,184136,6255693
1180.5,1194.9,1178.6,1182.2,3464293129,91101,2921069
1165.8,1186.75,1151.1,1183.9,3374830285,94441,2884339
1175.85,1177.5,1162.05,1165.75,2452392809,73531,2097789
1208.4,1208.4,1175,1181.5,3347681450,110844,2828945
1228,1228,1196,1200.7,2980355277,82745,2465677
1242,1242.3,1214,1219.8,2940055243,72189,2395358
1213.55,1248,1213.55,1243.7,2825238080,76941,2288527
1216,1222.2,1195.1,1205.45,3329332085,97501,2755714
1210.25,1229.9,1200.3,1218.3,10935517716,207681,8998160
1197.6,1210,1195.55,1205.95,3468574631,94161,2878409
1199,1218.9,1191.55,1197.25,4216417212,91763,3497678
1232.4,1237,1195.75,1204.9,6538591760,112913,5393755
1190,1210.7,1182.1,1207.8,3786937856,136505,3166588
1191.25,1194,1172,1189.95,4197665191,102921,3548975
1188,1199,1180.05,1194.9,3056912501,85237,2569196
1162.8,1199,1162,1193.4,5012256648,95530,4238711
1156.9,1169.75,1154.05,1161.75,3760788713,99521,3237311
1141.9,1155,1131.55,1152.45,3200980693,68267,2794425
1144,1154.5,1128.95,1134.4,3827755995,73517,3360129
1146,1154.25,1138.5,1141.2,2386845851,78868,2087131
1146.2,1155.95,1138.2,1143,2330755845,60784,2029274
1162.9,1162.9,1139.35,1142.5,14003425951,90787,12190508
1145,1183.75,1142.95,1178.5,3683322613,89544,3152891
1163,1190.5,1147.4,1163.45,4418218641,107108,3808873
1175.6,1185,1159.1,1170.65,2513300445,63895,2140840
1168,1192.85,1154,1169.3,3412892364,100651,2907152
1137.05,1163.5,1125,1156,4123873292,105889,3607449
1094.8,1130.3,1094.8,1125.45,3572794467,99480,3193077
1129.5,1130.4,1068.3,1084.05,4473469436,95756,4083038
1120.15,1132,1116,1121.15,2375337064,114603,2117818
1125.4,1130.6,1101.1,1110.3,2493709761,102958,2242264
1119.5,1143.75,1118.35,1125.35,2802937160,92342,2475357
1130.25,1132.5,1116.05,1123.9,1406895966,78553,1250980
1131,1133.95,1114.05,1126.65,2173092990,71684,1928505
1119.2,1134.2,1113.85,1127.25,2236825272,85227,1987009
1100,1127,1100,1123.4,2336317813,70844,2094536
1081.75,1103,1077,1097.85,2268104577,79410,2082299
1087,1092.75,1073.7,1079.15,2771671745,92796,2562724
1096.25,1100.2,1086.6,1091.75,2779457264,107866,2546739
1094.7,1104.4,1067,1084.65,4014409218,112945,3704048
1111,1113,1071.15,1078.65,2839987985,93260,2607189
1108,1127.5,1105,1108.55,3271248829,95356,2933027
1128.3,1128.3,1093.5,1107.65,4195709094,110917,3789786
1163.75,1172.2,1143.8,1150.8,2446635960,58432,2110522
1175.5,1186.65,1171.85,1174.7,2347916406,72608,1992112
1160.05,1194.95,1160.05,1179.75,3277919302,68846,2774673
1167.8,1175.9,1152.75,1157.7,3051257780,64989,2622983
1176.85,1190,1164,1175.55,4509511502,87845,3816351
1170,1179.9,1161.6,1173.35,2489417760,69859,2125563
1138,1170,1131.6,1164.9,5912064476,105694,5116054
1136,1142.6,1126.2,1129.6,4406764531,67003,3894299
1146.45,1149.6,1135,1138.5,3979041708,79129,3485981
1140.25,1146.85,1124.55,1137.65,2601551835,78546,2289631
