Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
779,779.1,769.2,773.55,3335859223,83764,4312817
774,778,769.75,773.2,2958264287,50917,3827682
775.95,778.85,771,777.3,2213620888,53815,2853344
784.35,786.8,770,771.35,5695512989,133662,7341622
781,786,774.4,784.55,4917872804,142904,6310409
770.1,789.9,770.1,787.85,4508019532,126688,5771311
782,790.95,764.5,767.4,4949738299,132708,6416745
775.1,791.25,769.25,779.5,3978923967,105374,5104062
780.55,784.95,771.6,775.95,4732547587,72176,6092028
789.7,789.7,778,780.7,3015775801,98962,3859680
786.6,792.8,784.25,789.7,5383335132,83287,6832757
781,781.8,772,778,3973833552,108248,5121009
779.05,784.8,774.4,778.1,2911159552,102550,3741610
775.75,786.5,773.6,782.75,5875559436,131263,7540490
777.1,785.5,776.7,784.35,9784566375,197205,12528017
768.45,778,766,770.2,7510499148,148501,9733935
768.45,770.5,760.75,762.5,3398977857,83703,4448374
771.6,774.4,762.95,768.45,2982074924,81096,3887680
770.7,772.9,762.25,767.85,2883743850,98313,3762957
770.7,772.5,760.25,767,4399309409,93520,5740586
773.85,773.85,762.15,767.55,4638298219,96319,6047430
769.95,776.95,767.2,775.65,8813264899,289583,11414418
760,777.5,755,773.55,28421129305,753340,36952038
740.45,742.9,730.5,738.15,6891078451,145267,9341405
721.7,731.5,714.3,727.55,9797455292,161064,13521186
724.95,729,708.3,718.2,6201707522,232857,8639443
738,742.6,725.1,727.9,5803119825,189680,7899363
746.1,753.8,736.5,738.85,4847236982,129992,6519403
733.9,748,733.9,746,5870173302,105632,7882938
738.9,740.8,730.9,734.7,4160025336,102483,5658200
735,740,732.55,736.85,1553368749,36769,2112415
729.7,737.75,725.45,731.15,5076419897,156522,6927885
736.1,737.95,727.25,732.9,3932522164,115398,5368416
729.75,737.5,728.85,736.95,2496171889,65467,3399094
732,734.55,726.55,728.95,2791528461,48763,3821806
736.95,736.95,728.3,733.4,2118192661,50306,2890759
732.15,737.3,731.65,736,3655128113,80052,4975608
731,735,728.25,731.55,5701077060,131404,7794167
733.5,735.95,724.6,730.85,5252474994,165219,7199210
731,737.3,722.75,732.45,8943242214,210673,12215295
719.7,731.25,715,729.7,7646917890,193372,10525565
712.3,720.2,710.2,714,4020694131,116838,5616324
700.35,712.9,700.35,711.3,7299214570,132030,10302412
718.5,720.7,699.55,702.1,7845417394,163350,11112042
716.6,722.7,713,721.05,4342244981,125702,6043554
713,718.5,710,714.55,3189284688,81372,4457939
716,722.35,714.25,717.25,4625177252,114112,6435865
715.95,720,709.6,715.1,3738886365,79319,5226096
706.45,715.9,703.8,714.85,3428139268,76989,4814422
697,710.5,693.35,708.85,5244767945,169304,7427886
692.7,699.7,688.55,698.35,3647553742,84499,5239013
703.1,704,690.3,692.7,6507684351,102880,9383736
700.9,702.3,691.55,696.35,2965402319,110226,4262379
699.1,703.35,694.05,701.85,3379270403,84619,4837683
694.25,697.65,690.1,695.75,2681478170,64039,3861635
705,707.25,686,690.6,18888701556,163058,27253106
693.35,705.15,693.2,698.1,5120436170,109264,7334511
711.75,712,685.1,693.2,9995652431,223156,14415826
715.5,721.45,710.5,713.25,6929352718,127699,9692973
712.8,715,705,713,4366791187,87462,6142171
709.9,714,705,712.85,4617726814,127941,6495885
705,710,699.3,705.2,5270093826,140015,7490916
709.05,712.95,702.3,703.9,5194471562,122419,7362623
696.35,709.8,696.35,705.3,7440318352,172258,10539902
696.5,700,687.75,691.35,6932539254,182739,9973690
698.9,707.2,698,704.4,4891336200,118370,6951494
722,724.25,705.5,708.15,6150137780,114589,8585630
717,724.35,712.1,720.1,9871154253,205054,13733737
695.8,721.5,692,712.3,15188685234,344247,21372589
708.75,708.75,691.5,696.1,9019750145,204502,12897805
681.8,732.5,678.15,709,20984607124,384467,29381982
690,694,682.6,687.9,6687468933,181647,9713519
668.4,695.45,666.1,685.6,18783689652,424958,27405901
660.4,671.4,656.2,660.6,15192276718,319118,22879467
651,653.75,647,650.65,10866929875,309792,16709764
651.1,652.5,645.55,648.85,1909914669,67356,2945433
647,652.5,636,637.45,10652215420,327171,16549337
650,653.2,632,635.35,16521876123,393942,25666433
630,656.65,615.1,650.6,38969147749,1059289,60516887
691.1,691.1,638.35,643.55,59334453057,1643015,90152532
763.8,773.8,760,767.85,7704758992,187743,10037200
767,770.55,765.1,769.5,7578123004,202471,9860495
765.25,775.95,761.55,771.45,8291883881,258065,10767032
773.1,775.95,765,768.3,10592375903,298596,13762133
786.75,797,780,786.1,11963746230,308844,15150858
781.5,823.8,776.6,814.8,16653757511,318660,20636344
785.4,794.7,776.6,783.05,8186820532,123048,10402917
795.45,795.9,778.8,783.65,4964668558,148580,6335025
794.85,802,786.1,789.55,2911078095,118304,3679845
790,797.6,787.05,793.45,6514820231,114239,8201713
792.55,797.85,784.15,785.6,4353793070,166567,5497672
807,807.55,791.55,793.55,4685487403,172253,5881438
785.1,808,784.15,805.65,6555812643,156000,8178091
787.05,794.25,780.1,782.2,3996126505,161432,5087642
787.75,797,778.1,782.55,14457802893,178651,18442824
787.7,801,781.65,792.65,7392081925,257048,9313576
765,798.65,765,794.05,10781580308,236139,13717998
806.9,806.9,741.9,764.35,13316370233,423674,17279260
822.9,835,802,805,18236400807,277034,22462366
824.85,827,815.2,820.7,5419828833,120499,6601607
829.9,832.95,824,829.85,2651273644,115862,3199389
831.5,835,820.55,831.25,4585299188,135783,5540901
832.05,837.95,820.55,827.7,4009906892,137629,4846496
818.1,831.05,817.5,829.3,3982478489,93586,4832021
816.4,819.85,810.85,816.4,3590752490,110552,4400017
822.3,828.55,814.15,820.1,6535045006,162235,7981036
836.8,840.3,827.55,829.1,3637654796,122479,4377870
843.3,847,835.05,840.15,5132762932,171032,6106841
830.1,837.5,826.65,834.05,6603073399,242554,7926895
810.75,822.45,810.25,821.3,5071479097,124357,6199015
815,822.4,812.05,814.25,4613455970,109072,5647088
810,817.35,802,814.9,6614876749,144388,8174186
795.5,809.7,795.5,806.95,6304378192,117244,7830413
787.4,805,786.3,802.5,4687024731,113678,5881134
791,794.95,781.1,784.65,12612131007,242098,16061642
795.9,806.8,786.9,802.55,4324723248,141654,5412074
796.45,809.95,795.8,802.2,5533306730,151009,6895015
799.9,801.3,792.35,795.7,4162305017,136435,5222488
793,803.75,793,799.45,4738350175,154752,5926896
785.2,798,783.85,792.75,6691567043,140808,8435344
775.6,783,773.35,777.65,3023717275,107402,3881451
780,780.05,762.5,774.55,3960775632,125413,5128088
775.1,778.25,768,774.8,4594357881,154633,5940968
784.15,786,760.15,764.75,5807216873,161749,7517099
792,796.75,784.8,789.85,3446958075,77391,4362520
782.7,792.75,781.25,788.75,6309550990,171889,8009009
778.9,783.45,772.35,776.1,3996582934,157512,5130457
778.8,783.7,769.8,774.45,7246765644,199427,9331718
772.6,785.9,768.65,776.7,7759839281,281736,9976238
765.05,779.9,762.25,775.6,8350680485,227612,10838336
786.45,788.4,764.4,768.85,7794755234,216329,10066407
790.85,799.8,781.6,793.65,5824475368,209577,7350584
791.9,797.8,788.55,792.7,6885836889,193679,8673253
789.5,796.95,786.2,791.45,4938229661,190597,6244316
792.3,795,782.2,787,3888567432,201172,4941763
788.25,800.2,787.65,794.5,7758491817,259756,9773568
788,793.75,783.6,786.3,4520166052,236924,5745146
787,804,785.55,790.05,8575674727,207585,10782564
785.95,792,782.05,784.4,5594276879,132725,7107151
788.7,794.5,781.25,785.4,5358405148,96268,6812754
789.05,798.5,786.2,792.7,5187412944,148380,6534471
783.9,795,776.75,794.15,5333567144,159078,6754348
777,787.8,776,784.85,7766341596,231682,9924322
763,781.65,754.2,779.35,23891946222,665352,31064152
722.5,730.6,719.6,726.75,5701708861,122936,7874441
719.45,723.5,709.6,721.5,4480742890,104709,6252688
709,722.7,706.5,717.25,5424075999,130598,7573816
718,719.85,709.05,715.5,3585086283,121716,5022638
716.45,724.95,712.3,717.6,5147414056,111837,7177092
735,736.4,713.5,718,3565194468,113048,4926289
729,736.4,728.6,733.8,2401148622,97167,3274064
741,743.2,730,731.3,4390116575,133416,5958379
734,741.65,730.1,740,3555605380,88954,4837606
735,737.5,729.85,731.3,2364922428,101260,3224968
735.5,739.5,728.5,732,4338124834,116890,5919494
742,744.7,728.15,730.55,8156165447,145135,11122346
743,751.45,738,739.2,4050265777,98489,5447130
744,750.9,737.3,748.1,2738811697,118947,3677911
751.9,751.9,742.65,745.5,3559059442,70416,4758178
755,755,747.15,750.2,9903909135,122666,13200318
737.8,756.9,735.9,754.9,5355932052,113630,7148684
752.5,755.4,748.6,751.9,3452713824,91764,4596253
740.2,752.45,740.2,750.15,4647146093,150082,6202838
743,744.5,737.8,740.55,2288895910,72650,3085588
743.85,745.5,738.25,740.45,4120112207,105007,5556353
740,747.2,740,742.65,3575457338,97174,4808577
756.95,756.95,745,753.8,6559815655,169526,8738342
755,759,750.5,754.9,4326875501,131848,5733127
740.1,754.1,740.1,753.5,3332437616,124012,4435148
735.85,743.95,735.85,739.1,2380445779,98025,3218358
736.5,744.65,733.65,735.6,5573564234,124258,7563925
737.25,739.45,733.15,735.3,8641713183,109238,11733702
729.8,750.9,729,744.65,5748728043,97774,7744761
736.5,742.95,733.2,737.75,6117494485,138065,8290306
727,737.25,722.55,733.55,11068104089,149521,15089296
725.5,733.65,723.65,727.8,7507528235,121851,10293077
712,733.45,709.8,728.1,17312718820,195730,23860490
707.4,713.8,705.5,708.1,7294165659,89920,10247544
703.8,711.75,700.45,709.2,4957669574,143196,7016424
715,716.7,697.45,701.05,5126301904,176571,7233736
710,718.25,707,709.75,4130757868,141566,5795713
722.65,722.65,707.7,709.3,6156377506,170212,8645535
719.7,726.4,706,722.4,8066098169,209544,11213708
733.15,735.8,720.1,723.9,5916646101,126562,8155948
720,737,719.1,733.1,4722270061,137776,6468556
714.9,725.2,712.6,716.1,4798849589,139499,6668929
716.5,717.75,703.6,713.85,7476675551,252851,10513001
716.55,726.45,712.1,719.7,4903097929,201194,6808993
720.8,726,715,716.85,5995942203,181229,8352335
719.15,730.3,715.8,721.05,5358635227,242225,7396525
721,726,716.5,719.35,4508602896,162077,6247642
720.4,727.9,718.7,724.55,4164126683,104342,5747536
715,721.8,710.65,718.4,6360864406,148896,8858265
722.9,731,718.2,723.6,4604058031,133663,6348116
747,748.4,729.5,730.8,4688477303,115522,6351352
738,753.8,738,751.35,7426241722,165676,9920046
731,739.8,729,738,5075636518,151426,6895168
736.45,737.65,727.05,728.55,5849611510,174336,8005235
728.2,737.9,724,736.45,6076539568,174385,8285120
723.9,730,718.4,728.2,4006855184,130836,5516668
717.05,725.75,715,721.05,4654646597,115955,6455426
722.5,722.5,712.75,717.05,9892653589,302789,13801105
727.9,727.9,714.1,724.1,9047646706,343101,12524411
724.7,731.35,712.6,727.5,22878628207,566543,31574803
743.1,751.55,740.6,747.75,5260021361,165165,7043212
751.75,751.75,740.05,742.7,6103734443,158348,8200995
764,766.7,751.3,752.7,5340336511,134089,7031088
770,773,758.2,760.6,5150087735,146107,6730692
763.05,770,755.4,767.25,3752910224,143815,4919911
750.9,760.95,748,759.3,4761576373,148065,6276040
751.4,753.8,745.1,747.9,5754345633,178872,7688525
756,758.5,746.8,753.3,5189955761,200625,6897127
759,765.8,754.6,759.4,5539625143,169885,7283600
742,760,742,755.1,4967199560,149150,6584982
743.9,747.95,740,743.85,5147991154,155083,6924061
730,745,730,737.8,6862616741,187881,9277241
730,732.3,727.15,729.7,5395199921,122789,7387487
735.25,735.25,719.1,727.75,6816221095,220918,9406261
742.4,742.4,730.55,735.25,5620907955,150353,7644966
745,746.35,732.3,743.1,6586009783,186950,8883260
727.25,742.3,727.15,738.95,9935368276,368666,13471173
712.8,726.5,707.4,722.25,6377897941,165399,8917337
721.55,723.7,705.35,710.2,5766884632,169894,8065544
712,723.75,709.6,718.55,10504207795,174230,14638664
714,714.9,706.2,708.35,4554911141,158840,6415187
710,718.6,706.3,708.45,8066893617,183506,11348867
709,714.95,705.6,706.95,8505977967,224748,11997387
713.3,718.5,709.4,711.25,7072398151,173911,9932198
722.95,722.95,710.65,712.35,5142023172,154378,7193994
734,734.5,720.55,722.95,4313906550,132988,5951551
736.1,736.1,727,732.5,4448254459,201307,6076668
740.5,742.5,730.25,732.5,3546464354,187167,4826505
735.5,743.4,735.5,741.9,2959115940,86883,3998826
738.7,742.4,732.3,734.3,6296619714,142436,8559921
745,746.4,732.75,735.25,4384324580,181469,5936354
748.6,752.6,740.15,742.5,6204521714,188778,8319610
735.55,758,735.55,754.9,4905413918,155205,6547552
732.5,738.2,728,734.95,2752041713,99246,3750833
738,738,727.1,733.45,5274097399,151794,7202786
727,743,726.05,740.7,3828686486,130965,5210675
739.1,740.55,721.3,724.3,6831940831,124664,9401334
742.35,747.65,736,741.05,3956112148,105532,5346825
742.3,746.5,732.6,741.95,4130795666,93850,5586389
751,753,737.25,740.05,3437611370,113149,4610535
750.1,759.7,743.65,754.9,3802821368,133702,5050182
760.35,760.35,741,750.45,5471189241,148513,7310690
766.9,768.75,759,762.8,4206653296,101154,5500216
760,772.25,754.9,760.9,4515625944,92824,5915169
763.05,769.45,761,764,3035522378,102039,3961797
755.55,766.95,754.35,763.3,4485360735,150791,5880482
747,759.95,747,754.85,3537094843,98651,4694366
757,762.5,749.2,755.9,2976361897,110537,3945391
751.35,762.5,744.5,757.05,4728608322,119145,6276585
726,751.3,726,749.55,10292423935,265809,13825233
727.9,734.8,721.1,725.9,4186556192,125751,5763026
725.5,732.85,716.5,727.9,4879714903,137242,6760819
731,732.6,719,727.95,5760882919,128705,7944693
728,737.9,724.25,730.35,4055912046,86157,5543112
728.1,736.1,721,732,5406365018,138534,7429783
742.35,742.6,729.2,731.65,5305910422,114457,7212099
741.25,749,734,745.35,4974904339,184880,6723375
738.2,751,734,745,6055327086,207759,8129422
730,736.2,726.3,730.95,4311101798,117506,5902151
735.8,739,729.1,733.35,5060865130,155361,6903771
729.9,737.8,728.5,736.8,7090838080,175301,9658944
707.2,730,707.2,726.6,14193222353,285205,19671304
707,710.2,695.95,701.9,13543620376,289248,19312937
680.2,685.5,672.5,683.5,8341603861,159694,12281903
681.6,682,672.55,679.7,6486610276,141449,9572493
686.2,689.8,664,676.1,12299738075,314702,18130292
674.95,677.45,668.55,670.05,5801122720,134369,8621545
665,673.6,661.5,671.7,5370973787,132736,8046340
671.75,673.9,651,661.05,5208304589,187590,7889310
672,677,663.1,669.15,4571929258,125781,6827249
666,674,662.05,669.05,4968962633,108094,7416655
660.95,666.3,654.15,665.05,1944579423,45422,2943390
660,662,655.8,658.95,2223919550,65442,3373319
663.35,663.5,653.3,656.95,3118076702,105527,4736598
652.75,663.25,649,656.8,10092126951,182988,15333902
647,647,637.35,644.05,3965160752,129003,6178552
657,658.8,647.6,649,5468562526,140084,8379825
659.5,659.5,643.45,646.2,8335493758,228130,12802132
660,671.55,656.4,667.05,7776239037,237519,11705260
671.55,671.55,661.1,664.85,5517046525,263253,8295459
686.5,686.5,674.55,676.6,5451686819,191277,8021298
711.85,711.85,692.75,694.4,3334376899,95026,4778465
697.45,713.7,694.4,706.05,6749101215,158039,9560576
682,700,680,697.75,5191853566,187302,7521474
677.1,680.65,670.6,678.5,4675985776,92411,6926183
669.2,681.9,660.6,674.5,4787161579,204697,7120933
669.9,683.8,665.2,669.2,3438717513,119910,5121196
672,685.75,665.6,682.8,3771508979,125999,5553948
676.1,685.45,664.55,668.5,5403659738,229269,8039771
683,683.65,672.5,681.4,3515206694,96257,5177288
672.55,688.25,671.3,685.25,5345133354,129170,7827923
673.15,679,665.95,670.35,5539597359,103845,8260890
661,672,660.95,667.45,6972740710,118396,10445773
671,674.9,658.8,661.05,8937609219,170549,13399070
640.95,668.7,640,666.4,11683706177,310146,17719890
625.5,641,625.3,638.9,7800040731,200385,12285851
621,628,599.85,621.45,9252894701,263089,15075209
622.25,628.15,616.75,620.75,4133099492,120189,6632975
640,640.05,612.1,619.1,8884401044,306110,14359086
651.7,656,640.1,641.4,3474899740,105300,5384830
659,662,649.25,651.7,3928880482,96075,6018930
659.9,662.5,644.2,650.85,5579053175,153414,8583785
654,666,646.7,656.4,3642738196,130605,5513390
665.7,665.7,640.5,653.2,4750599516,174358,7323026
663.5,667.75,656.3,665.7,2746782461,129103,4137808
666,676.4,662.3,664.2,4767832302,120785,7118080
679,679,655.5,659.5,6411724146,244092,9694143
673,677.5,672,675.5,512188500.7,31522,758956
667.9,675,660.65,666.45,4662445094,240509,6975525
663.5,668.6,657,666,3841307501,140183,5799426
665.95,675.8,660.1,662.25,4427642405,148487,6654067
689.7,689.7,659.6,666.7,3932276784,125725,5860244
663.9,692.95,663.05,686.4,8142844240,223319,11947995
641.1,663.8,637.45,659.6,5780678040,148842,8793411
633.7,650.55,631.5,644.75,4552389118,123494,7137446
645.3,648.7,629.9,633.6,3477864472,111447,5464141
643,656.35,636.25,648.75,5355339309,196622,8270469
663,666.5,647.15,649.8,4612127164,151398,7058164
675.95,682,653.3,657.6,6001591448,206699,9041701
688.7,695.05,673.8,679.95,4531381462,118989,6672840
687,687.7,678,683.55,7110757251,245258,10421001
710,721.8,701.35,705.35,14487628785,280701,20360697
710,713.9,689.4,695.25,8139197321,266266,11588963
688.6,705,681.5,698.8,4301952211,121763,6222176
676.4,684.05,661.5,678.8,6002268067,214848,8909221
685,692.9,663.3,673.35,7427150380,285534,10985897
719.9,719.9,695.4,700.45,6234700033,219744,8866251
717.1,722.4,702.65,717.75,4818903577,116349,6777212
725.05,728.7,709.25,714.45,5205581862,244347,7259306
713,731.5,709.3,724.6,6130589981,141622,8543578
728.5,729.75,702.5,707.2,4389159561,150299,6173037
743.8,751.95,726.3,728.5,5752480100,184479,7792464
737.5,754.9,733,746.65,6148484239,160489,8252398
721,734.55,715.2,730.05,5452629800,166682,7490031
722,730.8,717.45,724.8,10576733252,147797,14592616
731.2,731.85,712,717.85,4756877824,110456,6599606
718.25,736,717,726.2,6988194861,223780,9602273
706.5,729.95,706.5,718.25,6232738763,183918,8637881
713.85,717.4,692,705.3,10137378694,238115,14350769
727,727,713.2,719.75,3488751299,142071,4849498
730,730,717,719.1,5567951789,116715,7729732
735,740,724.6,725.95,3966013456,124216,5427054
741.9,745,729.05,733.7,5810118483,191430,7896514
744.4,746.5,736.25,742.9,3436370099,144311,4636617
735.9,744.75,732,734.3,5143145756,137146,6963561
737.75,747,729.4,730.85,4145245236,112735,5629871
734.35,735.15,723.8,732.8,4758936855,190264,6510605
732.55,735.5,724.1,727.15,4087988682,134849,5598659
741.95,744.05,725.4,729.9,6362539535,202826,8658978
722,748.5,716,737.15,11359156599,258728,15370124
1449,1467.9,1430,1434.25,7964966273,134643,5488164
1425.1,1454.3,1421.1,1441.1,7825437138,124025,5437932
1412.8,1421.55,1396.15,1416.2,8124160894,96074,5753981
1433.6,1433.6,1405.15,1410.1,3989010655,89895,2823248
1417.2,1438.4,1411.5,1424.7,4638524929,100357,3248445
1383,1419.95,1381.4,1415.4,4930091751,132478,3506475
1396.5,1401.9,1376.1,1378.3,4889394601,109805,3526500
1393,1401.5,1385.35,1397.4,5374993201,180710,3858591
1390,1396,1373.75,1383.95,5774338650,126003,4180741
1388,1407.95,1373.5,1384.25,11183093868,249766,8050938
1430.9,1437.65,1423,1430.35,4571856691,122779,3195204
1414.95,1434.9,1411.25,1429.55,4727597210,115380,3313387
1413.95,1424.55,1404,1408.3,4350014453,102688,3075660
1390,1409.85,1378.7,1408.75,6991140982,138356,4989873
1385.8,1389,1373.05,1385.45,3299401064,82581,2389760
1373.65,1389.45,1373.65,1379.95,4427681633,134300,3204762
1371.8,1372.5,1353.3,1362.75,2719109393,80731,1996179
1374,1379.95,1360.65,1367.95,5022426261,100730,3675764
1366.05,1375,1347.5,1360.65,4197345187,68270,3089465
1366.2,1366.2,1356,1364.1,2702515816,70696,1985195
1359.6,1366.75,1350.15,1353.65,4031719297,87744,2970371
1363.8,1368.45,1351,1354.05,3169781273,106719,2337853
1348.55,1370,1335.55,1365.1,5367357705,122270,3971998
1370,1373,1348,1351,4348358645,193055,3204985
1373.2,1389,1368.3,1373.45,4470848815,101649,3246616
1378.55,1390.4,1369.2,1373.25,5070228477,139712,3681109
1379,1393.8,1365.45,1383.75,4797085714,110230,3468461
1374.4,1382.4,1356,1377.15,4224648379,104916,3086123
1352.15,1368,1336.25,1355.95,5181886478,104002,3837851
1326,1367.15,1321.3,1348.1,7913782037,149871,5852869
1323,1331.9,1309.1,1316.7,3373347801,133339,2559432
1339.8,1343.4,1314,1322.55,4584405277,134074,3459508
1329.7,1349.5,1312.7,1327.9,7439721782,114793,5580845
1317.4,1384.4,1287.7,1332.85,23785647476,357607,17672340
1315,1331.6,1298.35,1317.4,12822503746,205562,9748079
1326.1,1327.1,1284.45,1294.35,8621906526,189258,6636120
1317.55,1342.1,1291.35,1320.45,7837362262,131426,5949916
1308.5,1315.45,1294.3,1301.4,3898613178,109336,2987244
1297,1303,1279.05,1298.85,4299340435,95341,3322499
1290.25,1301.85,1269,1284.25,7183683022,181138,5607678
1347.1,1347.25,1268.1,1284,10982144289,274864,8509951
1352.05,1352.65,1338.85,1345.2,3381023805,156409,2512861
1331.9,1357.9,1331.75,1353.75,5474101849,140810,4063726
1314,1340,1314,1334.7,3200195814,80512,2415072
1298.05,1315,1283.25,1307.2,6469891050,164216,4983300
1276.3,1298,1276.25,1289.6,7093380059,159341,5498409
1283.95,1293.45,1265.6,1270,4456049393,107138,3476071
1269,1283.9,1266.25,1277.85,2863258907,102746,2241752
1257.15,1278.8,1254,1272.45,4913363830,137153,3865589
1243,1255.5,1241.2,1247.85,2714312670,91644,2171559
1245.95,1256.5,1236,1246.55,3617383651,138481,2899395
1248.5,1252.35,1238,1243.15,3344140004,92693,2685901
1263,1263.4,1238.05,1241.6,4694786854,148052,3772850
1284,1291.25,1262.35,1267.4,5229499471,127326,4107423
1237,1291.5,1235,1281.25,12644285284,156513,9978880
1253,1253,1234.1,1239.7,4721843711,142371,3799424
1266.8,1284,1266.8,1274.8,3676982074,110178,2883464
1265.75,1271.25,1250.45,1258.5,4931300156,90357,3919910
1265.55,1270,1255.05,1262.4,3264923421,94087,2585645
1248,1262,1246.05,1260.05,4061574692,146437,3229939
1238,1258,1238,1252.45,4181210252,106204,3338113
1225.2,1241.55,1220.05,1237.45,2491929870,98002,2019092
1242,1242,1217,1220.85,2888924172,85171,2355431
1221.1,1243,1212,1239.4,2632848474,69180,2135078
1230.4,1246.25,1217.2,1220.8,3073466731,81969,2499178
1211.7,1242,1210.25,1231.8,12129968289,163732,9860170
1217,1228.75,1205.6,1211.7,3840109182,113600,3161533
1214.05,1226.55,1206.2,1216.7,2057107218,97963,1694467
1231,1232.6,1206,1214.4,3495734649,114363,2869897
1230.1,1248.65,1220.8,1228.3,5514861308,165203,4450719
1198,1227.55,1198,1221,5928236190,115622,4870285
1195,1207.65,1181.5,1184.9,5715433184,155510,4769221
1175,1198,1173.9,1193.85,3352664150,92075,2818402
1179.55,1188.4,1170,1179.5,5009804970,94593,4237660
1183,1186.55,1173,1183.2,4216242217,118691,3569830
1196,1197.45,1173.55,1182.9,5646033906,108694,4759799
1187.25,1198,1184.5,1189.95,3697718120,80951,3102502
1188.1,1208,1188.1,1194.55,3357654925,169798,2805987
1184.35,1191.5,1170,1189.3,2624191631,118716,2216047
1172.3,1183.2,1166.05,1180.75,1944465077,51911,1655853
1176,1183,1162.85,1168,1866843840,55801,1591431
1167.5,1176.9,1163,1170.7,2213260047,50914,1891752
1177.9,1177.9,1161.05,1165.55,3338246179,121067,2859278
1181.25,1190,1175.5,1183,2740857605,66189,2319480
1185,1186,1155,1173.1,3510129249,92619,3011684
1197.25,1204.7,1176.1,1182.55,3187761546,114003,2666115
1198.9,1201.6,1181,1197.05,6139572653,98610,5147521
1181.7,1207.95,1180.65,1199.5,3306404000,80599,2755839
1180,1191.6,1174.2,1185.2,4536321753,103259,3831685
1174,1181.65,1160,1176.45,6627322945,120489,5651042
1152,1171,1145.2,1160.35,6729546265,122892,5797089
1185,1196.4,1150.1,1154.5,4982039811,87918,4263108
1168,1214.4,1155.25,1187.7,12954180381,190031,10915319
1139,1193.7,1136.95,1178.45,14221070742,213680,12136346
1124,1139.8,1123.1,1132.85,4828035904,119470,4262771
1122.85,1134.75,1113.85,1125.95,5863305787,121114,5215190
1127,1127.4,1115,1125.2,5831317996,203792,5198970
1102,1140,1102,1133.2,13927236193,201992,12372542
1174,1185.9,1150.25,1171.45,12442924999,180965,10613519
1129.45,1172.75,1125,1162.6,9866189147,216130,8522183
1118,1131.5,1116.5,1124.25,5075891573,102586,4512787
1112,1124.5,1105.4,1113.4,4979728695,144468,4463029
1125,1125.8,1106.55,1111.25,4008832077,171118,3601441
1143,1146,1122.1,1127,3351285043,137277,2968871
1139.55,1151.3,1129.1,1147.55,4427993460,101745,3881772
1144,1144.55,1120,1124.2,2723878713,137029,2406651
1134.7,1143.55,1128.1,1140.45,2314226757,114034,2038584
1141,1149.55,1121.3,1137.15,4584716920,142078,4036351
1150.75,1150.75,1126.25,1131.8,7134252851,118878,6279161
1160,1161.3,1150.1,1154,2194657346,67860,1901044
1166.9,1166.9,1144,1155.25,5149317139,101964,4465361
1147,1173.8,1142.35,1167.6,6992254285,117145,6004042
1164.5,1177.45,1155.3,1161.3,3977430906,82774,3406584
1170,1175.5,1162.2,1167.5,4506270593,121529,3846497
1148.6,1170,1148.6,1164.55,4960076508,111232,4276883
1164,1180.5,1142.65,1146.75,4353937862,114366,3763310
1182,1182.4,1169.25,1171.9,10530177258,156251,8977413
1180,1188.4,1172,1182.5,3602569982,49232,3050750
1180,1190.6,1169.1,1180.8,2614111790,54069,2214855
1180.2,1197,1175.15,1183.8,5093652781,101093,4290526
1176,1191.85,1171.75,1185.75,4553456409,82530,3838485
1162.35,1166,1155.55,1163.4,2453138902,83674,2110482
1149,1165.8,1149,1156.65,3529721779,110975,3046507
1155,1160,1138.05,1144.1,3657594848,91049,3185208
1162.55,1165.4,1143.6,1151.35,3872054670,123734,3344867
1160.75,1170.8,1143.25,1155.9,4693511961,150137,4050728
1169.6,1169.6,1156.05,1160.75,3822336358,95568,3289926
1147.6,1189.5,1142.55,1172.6,10120034870,229051,8634208
1144.95,1153.65,1125.65,1150.2,3768101539,140175,3308013
1151,1155.05,1134.35,1138.6,2904793410,76083,2541804
1163.5,1166,1146.75,1155.65,5477635155,128746,4729914
1145.55,1164,1140.45,1160.75,10333995037,151810,8929987
1147.5,1151.9,1140,1147.4,7897738207,169230,6885679
1103.75,1149.5,1103.75,1136.95,4101611225,97878,3594297
1128.4,1136,1120.3,1131.75,3648227633,83364,3230920
1125,1141.65,1118.1,1128.05,5579126434,108882,4944611
1103,1129.7,1103,1114.45,4468413993,99941,3993368
1106,1117.3,1090.2,1097.75,4618905280,113292,4172856
1114.8,1120.6,1097.8,1102.8,3482147220,52343,3145986
1118,1120.3,1106,1109.15,2438184786,88836,2191345
1122.8,1146.4,1116.55,1134.25,5013613141,105295,4403622
1116,1124.8,1103.55,1109.05,4644378627,147324,4171028
1099.95,1128.35,1095.15,1107.75,5876800709,136315,5276039
1140,1154.85,1135.85,1138.2,5636743205,146880,4930110
1135.25,1162.9,1130.1,1143.25,5864360400,112441,5122243
1142.2,1157.9,1118.55,1144.6,7420853135,147460,6502727
1159.15,1166.6,1142.15,1150.25,5315999681,118772,4606849
1178.9,1183.1,1162.7,1170.65,5044647007,139977,4314156
1166.55,1196.25,1165.2,1182.9,6413293460,188700,5411501
1182,1183.4,1162.25,1175.4,7936550004,137327,6774457
1174.8,1221.05,1167.5,1185.8,12316700910,204464,10302359
1155,1188,1155,1177.1,9063945901,178542,7701898
1132.15,1156.95,1132,1150,5521427259,136884,4825107
